Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,predicted_price
Under Construction,2250,17500,3 BHK Apartment in Puri The Aravallis,Sector 61,Approved by RERA,3,Apartment,39302484.30882574
Under Construction,1388,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,28198996.454900727
Under Construction,1328,9046,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment,11999999.999999369
Under Construction,1518,16151,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,24497474.267519303
Under Construction,1352,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment,22299999.99999874
Ready to move,2662,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment,42499999.99999673
Under Construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,39099999.99999749
Ready to move,1590,11500,3 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Not approved by RERA,3,Apartment,18187311.05310173
Ready to move,2662,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment,42499999.99999673
Ready to move,1243,8000,2 BHK Apartment in M3M Sierra 68,Sector 68,Not approved by RERA,2,Apartment,9944361.988734353
Under Construction,1967,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,33999999.99999934
Under Construction,4927,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,91400000.00000755
Ready to move,4857,13176,4 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,4,Apartment,63446736.008612685
Ready to move,4200,13428,4 BHK Apartment in Belairess,Golf Course Road,Not approved by RERA,4,Apartment,59032190.47721233
Ready to move,6371,15000,5 BHK Apartment in M3M St Andrews Golf Residences,Sector 65,Not approved by RERA,5,Apartment,95452080.2459104
Ready to move,1600,5312,3 BHK Apartment,Sector 92,Not approved by RERA,3,Plot,8626428.472443495
Ready to move,5582,24901,5 BHK Apartment in ABW La Lagune,Sector 54,Not approved by RERA,5,Apartment,139344888.0853741
Ready to move,5866,47203,5 BHK Apartment in DLF The Aralias,Sector 42,Not approved by RERA,5,Apartment,277329688.8070229
Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,39499999.9999976
Under Construction,1900,7026,3 BHK Apartment in Puri Emerald Bay,Sector 104,Approved by RERA,3,Apartment,13540082.84167794
Under Construction,1423,7238,3 BHK Apartment in M3M Soulitude,Sector 89,Approved by RERA,3,Apartment,10200000.00000013
Ready to move,2100,7857,3 BHK Apartment in Raheja Vedaanta Floors,Sector 108,Not approved by RERA,3,Apartment,16709966.575662203
Under Construction,3243,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,53482931.46499618
Ready to move,3400,6176,4 BHK Apartment in Ashley Whitehousz Floors 4,Sector 50,Not approved by RERA,4,Apartment,21003374.055240273
Under Construction,1902,14000,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,3,Apartment,26638429.29045665
Ready to move,2129,12222,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,25997286.196205825
Under Construction,2553,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,28700000.000000417
Ready to move,2225,7640,4 BHK Apartment in DLF Regal Gardens,Sector 90,Not approved by RERA,4,Apartment,16963597.857769936
Ready to move,2343,27855,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,65683821.47811664
Ready to move,1650,7850,3 BHK Apartment in Silverglades The Melia,Sector 35 Sohna,Not approved by RERA,3,Apartment,12978805.495847022
Under Construction,1850,13500,3 BHK Apartment in SS Cendana Residence,Sector 83,Approved by RERA,3,Apartment,24899999.99999874
Under Construction,1190,11250,2 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,2,Apartment,13187354.134081876
Ready to move,4000,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,88007984.456474
Ready to move,6300,9126,5 BHK Apartment in Sushant Lok floorsss,Sushant Lok Phase - 1,Not approved by RERA,5,Apartment,56643734.204291426
Ready to move,1410,6099,2 BHK Apartment in Ramprastha The Edge Towers,Sector 37D,Not approved by RERA,2,Apartment,8704994.342679145
Ready to move,6450,10900,5 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,5,Apartment,70303434.50599825
Ready to move,1269,5594,2 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Not approved by RERA,2,Apartment,7186768.66526151
Ready to move,1565,6669,2 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Not approved by RERA,2,Apartment,10403103.020802777
Under Construction,1347,33407,4 BHK Apartment in DLF Independent Floors At Dlf City Phase III,DLF Phase 3,Approved by RERA,4,Apartment,44676216.43821802
Ready to move,500,6000,2 BHK Apartment in Conscient Habitat,Sector 99A,Not approved by RERA,2,Apartment,3004432.973994548
Ready to move,903,8922,2 BHK Independent Floor in Vatika Emilia Floors,Sector 82,Not approved by RERA,2,Floor,7836996.613447858
Under Construction,2037,13983,3 BHK Apartment in Aviana Chintamani,Sector 103,Approved by RERA,3,Apartment,28399999.99999867
Resale,9198,15764,Residential Plot in Dlf plots dlf 3,DLF Phase 3,Not approved by RERA,3,Plot,134410488.76876912
Ready to move,3897,10957,4 BHK Apartment in DLF Pinnacle,Sector 43,Not approved by RERA,4,Apartment,43009072.68049876
Under Construction,4500,9222,4 BHK Independent Floor,Sector 24,Not approved by RERA,4,Plot,41517085.65920248
Under Construction,1800,9166,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,3,Apartment,16513146.420288837
Ready to move,4700,10500,4 BHK Independent Floor in Ahuja Builders 4,Sector 23 Gurgaon,Not approved by RERA,4,Floor,49189147.527887255
Ready to move,1825,7506,3 BHK Apartment in Godrej Icon,Sector 88A,Not approved by RERA,3,Apartment,13690835.585126827
Under Construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,42799999.99999812
Ready to move,1310,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,23307397.013469983
Ready to move,2129,12222,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,25997286.196205825
Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,39499999.9999976
Under Construction,2150,22976,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Approved by RERA,3,Apartment,49399999.999995336
Ready to move,1470,16326,3 BHK Apartment in Signature Global Global Prime,Sector 63,Not approved by RERA,3,Apartment,24015985.528142396
Under Construction,2071,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,3,Apartment,23199999.999998387
Ready to move,810,5500,2 BHK Apartment in Apex Our Homes,Sector 37C,Not approved by RERA,2,Apartment,4542609.56293046
Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,26799999.99999922
Ready to move,1350,22148,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,29795430.997341678
Under Construction,2945,19219,3 BHK Apartment in Smart Smartworld The Edition,Sector 66,Approved by RERA,3,Apartment,56499999.99999568
Ready to move,900,3555,2 BHK Independent Floor,Sector 33,Not approved by RERA,2,Plot,3199999.9999998603
Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,36899999.99999862
Under Construction,1850,11500,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,21301803.630155683
Under Construction,3762,11000,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,41353828.968152665
Under Construction,3093,41259,4 BHK Apartment in DLF The Grove,Sector 54,Approved by RERA,4,Apartment,127600000.00000615
Under Construction,6353,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,127000000.00000449
Ready to move,2398,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment,38307980.01592797
Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,4500000.000000258
Under Construction,1500,12394,3 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,3,Apartment,18499999.99999957
Ready to move,1700,11764,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,19999544.787496965
Under Construction,2100,20476,3 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,3,Apartment,42990720.210848615
Ready to move,2398,11000,3 BHK Apartment in M3M Merlin Iconic Tower,Sector 67,Not approved by RERA,3,Apartment,26308711.6417307
Under Construction,1593,11299,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,Approved by RERA,3,Apartment,17958781.157687683
Ready to move,3540,11016,4 BHK Independent Floor,Sector 49,Not approved by RERA,4,Plot,39199268.98694023
Under Construction,2553,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,28700000.000000417
Ready to move,1915,11749,4 BHK Independent Floor in Vatika Premium Floors,Sector 82,Not approved by RERA,4,Floor,22455606.015607316
Ready to move,2690,21216,3 BHK Apartment in TATA TATA La Vida,Sector 113,Not approved by RERA,3,Apartment,56952614.165069975
Ready to move,1269,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Not approved by RERA,2,Apartment,9743365.962422682
Ready to move,1494,8800,2 BHK Apartment in Godrej Aria,Sector 79,Not approved by RERA,2,Apartment,13132592.835938608
Ready to move,3045,6500,4 BHK Apartment in ATS Kocoon,Sector 109,Not approved by RERA,4,Apartment,19922192.62101398
Under Construction,1388,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,29554470.00589525
Under Construction,1528,12000,3 BHK Apartment in M3M Antalya Hills,Sector 79,Approved by RERA,3,Apartment,18300972.651295025
Under Construction,1099,12283,2 BHK Apartment in Hero Homes Gurgaon,Sector 104,Approved by RERA,2,Apartment,13848054.155978942
Under Construction,1518,11000,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,16609394.399551915
Ready to move,2464,29941,3 BHK Apartment in Central Park Resorts,Sector 48,Not approved by RERA,3,Apartment,73388979.17491736
Under Construction,1118,13000,2 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,2,Apartment,14492640.47793954
Under Construction,1478,7239,2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,2,Apartment,10826291.541083194
Under Construction,4430,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,88600000.00000681
Under Construction,2913,17211,4 BHK Apartment in Sobha City Phase 5,Sector 108,Approved by RERA,4,Apartment,50099760.542453684
Ready to move,1600,12812,3 BHK Independent Floor in Anant Raj Estate,Sector 63A,Not approved by RERA,3,Floor,20617855.065076835
Ready to move,3854,22257,4 BHK Villa in Sobha International City Presidential Villa,Sector 109,Not approved by RERA,4,Villa,85583629.80088317
Ready to move,3529,37977,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,134009987.70970073
Under Construction,1518,12000,3 BHK Apartment in M3M Antalya Hills,Sector 79,Approved by RERA,3,Apartment,18195967.316795267
Under Construction,2597,13154,4 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,4,Apartment,34099999.999996826
Ready to move,2896,21500,3 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,3,Apartment,62182220.70770693
Ready to move,2000,10300,3 BHK Apartment in Indiabulls Centrum Park,Sector 103,Not approved by RERA,3,Apartment,20604153.609476376
Ready to move,2950,11016,4 BHK Apartment in Chintels Serenity,Sector 109,Not approved by RERA,4,Apartment,32594695.086967256
Ready to move,3480,6525,4 BHK Apartment in BPTP Amstoria Country Floor,Sector 102,Not approved by RERA,4,Apartment,22688413.783870764
Under Construction,4503,42735,5 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,5,Apartment,192399999.9999967
Ready to move,2727,9167,4 BHK Apartment in DLF New Town Heights 1,Sector 90,Not approved by RERA,4,Apartment,24969120.66138912
Ready to move,4403,22000,4 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,4,Apartment,96215256.06564368
Ready to move,4539,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,99800000.00000048
Ready to move,2450,12244,4 BHK Apartment in Puri Emerald Bay,Sector 104,Not approved by RERA,4,Apartment,29944018.66856097
Under Construction,1330,220000,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,292599999.99998325
Under Construction,1558,16151,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,25100000.000001576
Ready to move,2651,27000,3 BHK Apartment in DLF The Summit,Sector 54,Not approved by RERA,3,Apartment,71670610.50425307
Ready to move,5500,8636,5 BHK Independent Floor,DLF CITY PHASeE 3,Not approved by RERA,5,Plot,46556255.76748572
Ready to move,1900,6052,3 BHK Apartment in Emaar Palm Gardens,Sector 83,Not approved by RERA,3,Apartment,11405886.052779911
Ready to move,2900,17679,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,51500394.99115895
Ready to move,1665,10210,3 BHK Independent Floor in Sushant lok 2 Sector 57 Gurgaon,Sushant Lok Phase 2,Not approved by RERA,3,Floor,17202376.021649178
Ready to move,1200,4000,3 BHK Independent Floor,Sector 9,Not approved by RERA,3,Plot,4799999.999999974
Ready to move,1559,9038,2 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,2,Apartment,14003842.38895028
Under Construction,2100,20000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,42000000.000002116
Ready to move,4600,12391,4 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,4,Apartment,56829726.43670893
Under Construction,2037,13983,3 BHK Apartment in Aviana Chintamani,Sector 103,Approved by RERA,3,Apartment,28399999.99999867
Ready to move,376,3605,1 BHK Apartment in Arete Our Homes 3,Sector 6 Sohna,Not approved by RERA,1,Apartment,1364954.675510415
Under Construction,880,11600,2 BHK Apartment in TATA Housing Development La Vida,Sector 113,Approved by RERA,2,Apartment,10856725.047143847
Ready to move,3858,12208,3 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,3,Apartment,47128190.46119056
Under Construction,2553,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,28700000.000000417
Ready to move,1224,8000,2 BHK Apartment in M3M Sierra 68,Sector 68,Not approved by RERA,2,Apartment,9788343.819930876
Under Construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,40999999.99999736
Ready to move,2550,28000,4 BHK Apartment in DLF Park Place,Sector 54,Not approved by RERA,4,Apartment,71325157.93786792
Ready to move,2480,13710,3 BHK Apartment in Unitech The Close South,Sector 50,Not approved by RERA,3,Apartment,33956818.73485864
Ready to move,2289,5460,3 BHK Apartment in Godrej Aria,Sector 79,Not approved by RERA,3,Apartment,12509864.286801444
Under Construction,1628,15576,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment,25299287.747555535
Ready to move,4480,15000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,67237824.11756058
Ready to move,5761,22000,5 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,5,Apartment,126677441.16163294
Ready to move,2150,13500,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Not approved by RERA,3,Apartment,28796406.63054862
Ready to move,2450,15510,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Not approved by RERA,3,Apartment,38067770.98166044
Ready to move,5000,25089,4 BHK Independent Floor in B kumar and brothers the passion group,Aralias Drive,Not approved by RERA,4,Floor,121103665.86679967
Under Construction,3200,11500,4 BHK Independent Floor in Dlf floorsss,DLF Phase 3,Not approved by RERA,4,Floor,36329540.8642975
Ready to move,2475,5350,4 BHK Apartment in Conscient Heritage Max,Sector 102,Not approved by RERA,4,Apartment,13633223.653041774
Under Construction,638,4076,3 BHK Apartment in Signature Global Golf Green,Sector 79,Approved by RERA,3,Apartment,2599799.234553499
Ready to move,950,4105,2 BHK Apartment in Reputed Builder Apna Enclave,Sector 4,Not approved by RERA,2,Apartment,3813608.2846333575
Ready to move,1000,3411,3 BHK Apartment,Sector 105,Not approved by RERA,3,Plot,3419657.8606493133
Under Construction,3976,18500,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,4,Apartment,73313598.670211
Under Construction,643,3600,3 BHK Apartment in GLS Arawali Homes 2,Sector 4 Sohna,Approved by RERA,3,Apartment,2314039.931359108
Ready to move,2018,8500,3 BHK Apartment in M3M Skywalk,Sector 74,Not approved by RERA,3,Apartment,17104732.455683745
Under Construction,2015,17965,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,36131103.758830145
