Price,Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,Log_Price
18400000.0,Ready to move,1507,12229,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,16.72786127692704
56200000.0,Ready to move,5163,10900,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,17.844427332657514
9401000.0,Ready to move,699,13450,1 BHK Apartment in M3M Sky Lofts,Sector 71,Not approved by RERA,1,Apartment,16.056326730932344
52500000.0,Ready to move,4500,11666,4 BHK Independent Floor in LUXURY floorsss,DLF CITY PHASE I,Not approved by RERA,4,Floor,17.77632374660947
25000000.0,Under Construction,2080,12019,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,3,Apartment,17.034386422832473
84500000.0,Ready to move,3844,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.252262104161723
34200000.0,Ready to move,3600,9500,3 BHK Apartment in Experion Windchants Villa,Sector 112,Not approved by RERA,3,Apartment,17.3477362312726
56500000.0,Ready to move,2720,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,17.849751213815786
15900000.0,Under Construction,1372,11600,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment,16.58182973008354
10500000.0,Under Construction,1424,7400,2 BHK Apartment in M3M Skywalk,Sector 74,Approved by RERA,2,Apartment,16.166885910365842
39300000.0,Under Construction,1967,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.486735102284783
18300000.0,Ready to move,1359,13466,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,16.722411672456456
20400000.0,Under Construction,1311,15576,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment,16.83104550783405
11399999.999999998,Under Construction,1884,6051,3 BHK Apartment in Ashiana Anmol Phase II,Sector 33 Sohna,Approved by RERA,3,Apartment,16.249124001084017
44000000.0,Under Construction,1993,22077,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.599700214609808
104300000.0,Ready to move,4742,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.46278192955873
32300000.0,Under Construction,1615,20000,2 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,2,Apartment,17.290577819152638
41000000.0,Under Construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,17.529082649058825
57200000.0,Ready to move,2750,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,17.862064473832543
263100000.0,Ready to move,5575,47202,4 BHK Apartment in DLF The Aralias,Sector 42,Not approved by RERA,4,Apartment,19.388044749811357
12600000.0,Under Construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,2,Apartment,16.349207451286784
28500000.0,Ready to move,1828,15590,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,17.1654146803266
18000000.0,Under Construction,2637,6826,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,16.705882371415992
9350000.0,Ready to move,1630,5736,3 BHK Apartment in Ramprastha Rise,Sector 37D,Not approved by RERA,3,Apartment,16.050887008216737
39100000.0,Under Construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,17.48163305053104
41600000.0,Under Construction,1540,27061,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.543610749269952
39500000.0,Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805
27500000.0,Under Construction,1250,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,1,Apartment,17.129696599000436
69500000.0,Ready to move,6300,11031,5 BHK Apartment in Suncity Township,Sector 54,Not approved by RERA,5,Apartment,18.05683732492351
20000000.0,Ready to move,1850,10810,3 BHK Apartment in Bargainer Modern Premium Floor,Sector 52,Not approved by RERA,3,Apartment,16.811242881518265
24100000.0,Ready to move,1358,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,16.997722439954657
18000000.0,Under Construction,1359,13274,3 BHK Apartment in MRG Crown,Sector 106,Approved by RERA,3,Apartment,16.705882371415992
37600000.0,Ready to move,3452,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.442514634955867
33600000.0,Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.330036654695338
59800000.00000001,Under Construction,2812,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.906516235643267
25000000.0,Ready to move,2700,9259,3 BHK Independent Floor in Bargainer Ultra Premium Floors,Sector 51,Not approved by RERA,3,Floor,17.034386422832473
35000000.0,Under Construction,2500,14000,4 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Approved by RERA,4,Floor,17.370858648025116
13000000.0,Ready to move,450,28888,1 BHK Independent House,Palam Vihar,Not approved by RERA,1,Plot,16.380459992348886
68400000.0,Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,18.04088339721266
75000000.0,Under Construction,4800,15625,5 BHK Apartment,Gwal Pahari,Not approved by RERA,5,Plot,18.132998684833918
117200000.0,Ready to move,3088,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,18.57939244363961
14700000.0,Ready to move,2262,6500,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment,16.503358119776173
7787000.0,Under Construction,1217,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment,15.867966362978276
28300000.0,Ready to move,2710,10468,4 BHK Apartment in Mapsko Mount Ville,Sector 79,Not approved by RERA,4,Apartment,17.158372397949154
35000000.0,Ready to move,1711,20455,3 BHK Apartment in Sobha City,Sector 108,Not approved by RERA,3,Apartment,17.370858648025116
2882000.0,Under Construction,880,3275,3 BHK Apartment in solitaire Affordable 70,Sector 70,Not approved by RERA,3,Apartment,14.873995402522807
2137000.0,Ready to move,475,4500,2 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,Not approved by RERA,2,Apartment,14.574914002246894
17200000.0,Ready to move,2352,7350,4 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,4,Apartment,16.660419999923214
20800000.0,Ready to move,1689,12314,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,16.85046359274847
21100000.0,Ready to move,1046,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment,16.86478364583966
75000000.0,Ready to move,2268,33069,5 BHK Villa in Anant Raj Manor Villas,Sector 63,Not approved by RERA,5,Villa,18.132998684833918
19900000.0,Under Construction,1503,13274,3 BHK Apartment in MRG Crown,Sector 106,Approved by RERA,3,Apartment,16.806230339945976
18200000.0,Under Construction,1518,12046,3 BHK Apartment in M3M M3M Antalya Hills,Sector 79,Approved by RERA,3,Apartment,16.716932206992077
4300000.0,Ready to move,1200,3583,2 BHK Independent Floor,Shivaji Nagar,Not approved by RERA,2,Plot,15.274125813221904
34200000.0,Ready to move,3600,9500,3 BHK Apartment in Experion Windchants Villa,Sector 112,Not approved by RERA,3,Apartment,17.3477362312726
19200000.0,Under Construction,2161,8900,3 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,3,Apartment,16.770420889081343
12100000.0,Under Construction,1205,10041,3 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,3,Apartment,16.308716093211594
13600000.000000002,Under Construction,894,15213,2 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,2,Apartment,16.42558042423569
83500000.0,Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.24035720179713
38000000.0,Ready to move,2150,17674,3 BHK Independent Floor,Palam Vihar,Not approved by RERA,3,Plot,17.453096744006448
44000000.0,Under Construction,4000,11000,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,4,Apartment,17.599700214609808
82500000.0,Ready to move,2963,27864,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment,18.228308863426122
11700000.0,Ready to move,2724,4313,4 BHK Apartment in Anant Raj Maceo,Sector 91,Not approved by RERA,4,Apartment,16.275099485238066
52400000.0,Ready to move,2599,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.77441716837524
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517
75000000.0,Ready to move,5000,15000,5 BHK Villa,Kadarpur,Not approved by RERA,5,Plot,18.132998684833918
47100000.0,Ready to move,1692,27871,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment,17.667783580218067
33000000.0,Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment,17.312018149733785
70000000.0,Ready to move,4518,15493,5 BHK Independent Floor in LUXURY floorsss,DLF City Phase 1,Not approved by RERA,5,Floor,18.064005814299346
25500000.0,Ready to move,2300,11087,4 BHK Apartment in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Apartment,17.05418904934434
15300000.0,Ready to move,1811,8448,3 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,3,Apartment,16.54336345172214
37300000.0,Under Construction,1868,20000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.434503911423697
67500000.0,Under Construction,3000,22500,4 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,4,Apartment,18.02763817065757
34700000.0,Under Construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.36225027373553
14400000.0,Ready to move,990,14545,3 BHK Apartment in Shree Vardhman Olive,Sector 2 Sohna,Not approved by RERA,3,Apartment,16.48273883399067
24500000.0,Ready to move,1986,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Not approved by RERA,3,Apartment,17.01418371633128
11800000.0,Ready to move,915,12896,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Not approved by RERA,2,Apartment,16.283610174181653
31900000.0,Ready to move,3240,9845,4 BHK Independent Floor in LUXURY floorses,DLF Phase 4,Not approved by RERA,4,Floor,17.278116599103036
21000000.0,Under Construction,1711,12273,3 BHK Apartment in Sobha City,Sector 108,Approved by RERA,3,Apartment,16.860033043306743
17000000.0,Ready to move,1573,10807,3 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Not approved by RERA,3,Apartment,16.648723960844016
23700000.0,Ready to move,2086,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Not approved by RERA,3,Apartment,16.980985648299452
75700000.0,Under Construction,3558,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,18.142288731617718
36400000.0,Under Construction,2800,13000,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,4,Apartment,17.410079360079497
34000000.0,Under Construction,1967,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.341871111992198
22200000.000000004,Under Construction,1347,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment,16.915602891887552
3800000.0,Ready to move,802,4738,2 BHK Apartment in Signature Global Synera,Sector 81,Not approved by RERA,2,Apartment,15.150511887854474
3100000.0,Under Construction,850,3647,2 BHK Apartment,Ashok Vihar Phase II,Not approved by RERA,2,Plot,14.946912992035967
30000000.0,Ready to move,2300,13043,4 BHK Independent Floor in Today Developer 6,DLF Phase 2,Not approved by RERA,4,Floor,17.216707972959764
52699999.99999999,Under Construction,2510,21000,4 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,4,Apartment,17.780126032486923
15900000.0,Ready to move,2090,7607,4 BHK Apartment,Sector 92,Not approved by RERA,4,Plot,16.58182973008354
2430000.0,Under Construction,675,3600,2 BHK Apartment in HCBS Sports Ville,Sector 2 Sohna,Approved by RERA,2,Apartment,14.70340222683928
41000000.0,Ready to move,2056,19941,3 BHK Apartment in Sweta Estates Central Park Phase 1,Atta,Not approved by RERA,3,Apartment,17.529082649058825
34000000.0,Ready to move,2844,11954,4 BHK Independent Floor,Sector 25,Not approved by RERA,4,Plot,17.341871111992198
30299999.999999996,Ready to move,1353,22404,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.226658303482896
13700000.000000002,Ready to move,735,18675,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Not approved by RERA,2,Apartment,16.432906463791053
40800000.0,Under Construction,2015,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,17.524192663884193
162000000.0,Under Construction,6000,27000,4 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Approved by RERA,4,Apartment,18.903106899369497
9500000.0,Under Construction,1310,7252,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Approved by RERA,2,Apartment,16.066802461833923
16500000.0,Ready to move,2165,7621,3 BHK Apartment in Brisk Lumbini Terrace Homes,Sector 109,Not approved by RERA,3,Apartment,16.61887099947687
15000000.0,Ready to move,1930,7772,3 BHK Apartment in DLF The Skycourt,Sector 86,Not approved by RERA,3,Apartment,16.52356082573315
40800000.0,Under Construction,2015,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,17.524192663884193
15000000.0,Under Construction,980,15360,1 BHK Apartment in Krisumi Waterfall Suites,Sector 36A,Approved by RERA,1,Apartment,16.52356082573315
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927
8000000.0,Ready to move,1326,6033,3 BHK Apartment in Tulip White,Sector 69,Not approved by RERA,3,Apartment,15.894952224644102
77500000.0,Ready to move,4680,16559,5 BHK Independent House,PALAM VIHAR,Not approved by RERA,5,Plot,18.1657885072268
65100000.0,Ready to move,2962,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.99143512253978
24500000.0,Ready to move,2650,9245,3 BHK Apartment in ATS Marigold,Sector 89A,Not approved by RERA,3,Apartment,17.01418371633128
21900000.0,Ready to move,2050,10682,3 BHK Independent Floor in Luxurious floors,DLF Phase 4,Not approved by RERA,3,Floor,16.90199724044883
17100000.0,Under Construction,921,18566,1 BHK Apartment in Krisumi Waterfall Suites,Sector 36A,Approved by RERA,1,Apartment,16.65458907995242
19500000.0,Ready to move,2425,8041,4 BHK Apartment in Pareena Express Heights,Sector 99A,Not approved by RERA,4,Apartment,16.785925074816024
106800000.0,Ready to move,4750,22505,4 BHK Villa in Vipul Tatvam Villas,Sector 48,Not approved by RERA,4,Villa,18.486468493853664
71000000.0,Ready to move,5700,12456,5 BHK Apartment in Pioneer araya,Golf Course Extension Road,Not approved by RERA,5,Apartment,18.078190449090098
15200000.0,Ready to move,2050,7444,3 BHK Apartment in Bestech Park View Altura,Sector 79,Not approved by RERA,3,Apartment,16.536806051605975
45000000.0,Ready to move,2880,15625,4 BHK Independent Floor in DLF Phase 1,Sector 26 Gurgaon,Not approved by RERA,4,Floor,17.622173069956816
27900000.0,Ready to move,2598,10775,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,17.14413728263389
28000000.0,Under Construction,1702,16500,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment,17.147715103853763
27599999.999999996,Ready to move,1370,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.133326366919263
10500000.0,Ready to move,1962,5351,3 BHK Independent Floor,Sector51 Gurgaon,Not approved by RERA,3,Plot,16.166885910365842
39900000.0,Under Construction,3100,12903,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment,17.50188690692275
32500000.0,Under Construction,2400,13563,3 BHK Apartment,Sector 37D,Not approved by RERA,3,Plot,17.296750678069195
39000000.0,Ready to move,2440,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment,17.479072229734946
35000000.0,Under Construction,2430,14403,4 BHK Independent Floor,DLF Phase 4,Not approved by RERA,4,Plot,17.370858648025116
37000000.0,Ready to move,2375,15578,3 BHK Apartment in Tata Raisina Residency,Sector 59,Not approved by RERA,3,Apartment,17.426428497635523
22000000.0,Ready to move,2450,8979,4 BHK Independent Floor,Sector 51,Not approved by RERA,4,Plot,16.906553056777135
64300000.0,Under Construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Approved by RERA,4,Apartment,17.979070204759946
34500000.0,Under Construction,1657,20821,4 BHK Apartment in Godrej Meridien Phase III,Sector 106,Approved by RERA,4,Apartment,17.356469910987094
17500000.0,Under Construction,1250,14000,2 BHK Apartment,Sector 89,Not approved by RERA,2,Plot,16.677711496036597
