Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type
Under Construction,1190,11813,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Approved by RERA,3,Apartment
Under Construction,2567,11500,3 BHK Apartment in Emaar Digi Homes,Sector 62,Approved by RERA,3,Apartment
Under Construction,1806,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment
Under Construction,1642,9100,3 BHK Apartment in M3M Antalya Hills,Sector 79,Approved by RERA,3,Apartment
Ready to move,1359,7358,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment
Ready to move,3250,18461,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment
Under Construction,1165,21314,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment
Under Construction,1300,14300,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment
Ready to move,3931,30816,4 BHK Apartment in Central Park Resorts,Sector 48,Not approved by RERA,4,Apartment
Under Construction,2460,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment
Ready to move,8521,33501,5 BHK Villa in B kumar and brothers the passion group,Beverly Park,Not approved by RERA,5,Villa
Ready to move,1700,12647,3 BHK Apartment in Laburnum Victory Floors By Laburnum Developers,Sector 63,Not approved by RERA,3,Apartment
Ready to move,1596,4420,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Not approved by RERA,3,Apartment
Under Construction,2800,12500,3 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,3,Apartment
Ready to move,2579,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment
Under Construction,1996,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Approved by RERA,3,Apartment
Under Construction,1262,11886,3 BHK Apartment in Ashiana Anmol Phase III And Plaza Ph II,Sector 33 Sohna,Approved by RERA,3,Apartment
Ready to move,1385,6859,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment
Under Construction,1605,14300,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment
Ready to move,2166,15405,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,3,Apartment
Ready to move,2950,14745,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Not approved by RERA,4,Apartment
Ready to move,450,6666,1 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,1,Apartment
Under Construction,4100,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment
Ready to move,1591,21000,2 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,2,Apartment
Under Construction,1692,8289,3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Approved by RERA,3,Apartment
Ready to move,279,9677,1 BHK Independent House,Sector 104,Not approved by RERA,1,Plot
Under Construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,3,Apartment
Ready to move,4500,10555,4 BHK Independent Floor,Sector 56,Not approved by RERA,4,Plot
Ready to move,2048,16500,3 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,3,Apartment
Ready to move,2045,16136,3 BHK Apartment in Ireo Skyon,Sector 60,Not approved by RERA,3,Apartment
Ready to move,2250,14666,3 BHK Independent Floor,Sector 25,Not approved by RERA,3,Plot
Under Construction,1330,10075,2 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Approved by RERA,2,Apartment
Ready to move,3574,14829,4 BHK Apartment in Ireo Uptown,Sector 66,Not approved by RERA,4,Apartment
Ready to move,1889,10775,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment
Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,2500,10000,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot
Ready to move,1935,14500,3 BHK Apartment in Bestech Park View Spa Next,Sector 67,Not approved by RERA,3,Apartment
Ready to move,4500,7222,5 BHK Independent Floor in LUXURY floorsss,Sushant Lok Phase - 2,Not approved by RERA,5,Floor
Ready to move,2606,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment
Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment
Under Construction,1806,13109,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment
Under Construction,981,9479,2 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,2,Apartment
Resale,240,230000,Residential Plot in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Plot
Ready to move,1385,6859,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment
Ready to move,2631,10642,4 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,4,Apartment
Ready to move,2900,5517,4 BHK Independent Floor in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,4,Floor
Ready to move,1550,7350,2 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,2,Apartment
Under Construction,1960,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Approved by RERA,3,Apartment
Ready to move,2704,15310,4 BHK Apartment in DLF Park Place,Sector 54,Not approved by RERA,4,Apartment
Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment
Under Construction,5223,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment
Under Construction,2408,5784,3 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,3,Apartment
Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment
Under Construction,1224,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment
Ready to move,2050,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment
Ready to move,1435,16000,2 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,2,Apartment
Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment
Ready to move,3907,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment
Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment
Ready to move,3175,18000,4 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,4,Apartment
Under Construction,4054,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment
Ready to move,915,12896,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Not approved by RERA,2,Apartment
Ready to move,2579,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment
Ready to move,3732,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment
Ready to move,3310,18006,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,1735,7510,3 BHK Apartment in Corona Optus,Sector 37C,Not approved by RERA,3,Apartment
Under Construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment
Under Construction,3800,19736,4 BHK Apartment in DLF The Arbour,Sector 63,Approved by RERA,4,Apartment
Ready to move,918,4852,3 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,3,Apartment
Ready to move,1836,10076,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor
Ready to move,2441,10241,2 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,2,Apartment
Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot
Under Construction,3890,18559,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment
Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment
Ready to move,1895,9498,3 BHK Apartment in Microtek Greenburg,Sector 86,Not approved by RERA,3,Apartment
Ready to move,1310,10000,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Not approved by RERA,2,Apartment
Ready to move,2434,27855,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment
Ready to move,1507,12229,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment
Ready to move,5163,10900,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment
Ready to move,699,13450,1 BHK Apartment in M3M Sky Lofts,Sector 71,Not approved by RERA,1,Apartment
Ready to move,4500,11666,4 BHK Independent Floor in LUXURY floorsss,DLF CITY PHASE I,Not approved by RERA,4,Floor
Under Construction,2080,12019,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,3,Apartment
Ready to move,3844,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,3600,9500,3 BHK Apartment in Experion Windchants Villa,Sector 112,Not approved by RERA,3,Apartment
Ready to move,2720,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment
Under Construction,1372,11600,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment
Under Construction,1424,7400,2 BHK Apartment in M3M Skywalk,Sector 74,Approved by RERA,2,Apartment
Under Construction,1967,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment
Ready to move,1359,13466,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment
Under Construction,1311,15576,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment
Under Construction,1884,6051,3 BHK Apartment in Ashiana Anmol Phase II,Sector 33 Sohna,Approved by RERA,3,Apartment
Under Construction,1993,22077,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Ready to move,4742,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment
Under Construction,1615,20000,2 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,2,Apartment
Under Construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment
Ready to move,2750,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment
Ready to move,5575,47202,4 BHK Apartment in DLF The Aralias,Sector 42,Not approved by RERA,4,Apartment
Under Construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,2,Apartment
Ready to move,1828,15590,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment
Under Construction,2637,6826,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment
Ready to move,1630,5736,3 BHK Apartment in Ramprastha Rise,Sector 37D,Not approved by RERA,3,Apartment
Under Construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment
Under Construction,1540,27061,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment
Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment
Under Construction,1250,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,1,Apartment
Ready to move,6300,11031,5 BHK Apartment in Suncity Township,Sector 54,Not approved by RERA,5,Apartment
Ready to move,1850,10810,3 BHK Apartment in Bargainer Modern Premium Floor,Sector 52,Not approved by RERA,3,Apartment
Ready to move,1358,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment
Under Construction,1359,13274,3 BHK Apartment in MRG Crown,Sector 106,Approved by RERA,3,Apartment
Ready to move,3452,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Under Construction,2812,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment
Ready to move,2700,9259,3 BHK Independent Floor in Bargainer Ultra Premium Floors,Sector 51,Not approved by RERA,3,Floor
Under Construction,2500,14000,4 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Approved by RERA,4,Floor
Ready to move,450,28888,1 BHK Independent House,Palam Vihar,Not approved by RERA,1,Plot
Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment
Under Construction,4800,15625,5 BHK Apartment,Gwal Pahari,Not approved by RERA,5,Plot
Ready to move,3088,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment
Ready to move,2262,6500,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment
Under Construction,1217,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment
Ready to move,2710,10468,4 BHK Apartment in Mapsko Mount Ville,Sector 79,Not approved by RERA,4,Apartment
Ready to move,1711,20455,3 BHK Apartment in Sobha City,Sector 108,Not approved by RERA,3,Apartment
Under Construction,880,3275,3 BHK Apartment in solitaire Affordable 70,Sector 70,Not approved by RERA,3,Apartment
Ready to move,475,4500,2 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,Not approved by RERA,2,Apartment
Ready to move,2352,7350,4 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,4,Apartment
Ready to move,1689,12314,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment
Ready to move,1046,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment
Ready to move,2268,33069,5 BHK Villa in Anant Raj Manor Villas,Sector 63,Not approved by RERA,5,Villa
Under Construction,1503,13274,3 BHK Apartment in MRG Crown,Sector 106,Approved by RERA,3,Apartment
Under Construction,1518,12046,3 BHK Apartment in M3M M3M Antalya Hills,Sector 79,Approved by RERA,3,Apartment
Ready to move,1200,3583,2 BHK Independent Floor,Shivaji Nagar,Not approved by RERA,2,Plot
Ready to move,3600,9500,3 BHK Apartment in Experion Windchants Villa,Sector 112,Not approved by RERA,3,Apartment
Under Construction,2161,8900,3 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,3,Apartment
Under Construction,1205,10041,3 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,3,Apartment
Under Construction,894,15213,2 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,2,Apartment
Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment
Ready to move,2150,17674,3 BHK Independent Floor,Palam Vihar,Not approved by RERA,3,Plot
Under Construction,4000,11000,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,4,Apartment
Ready to move,2963,27864,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment
Ready to move,2724,4313,4 BHK Apartment in Anant Raj Maceo,Sector 91,Not approved by RERA,4,Apartment
Ready to move,2599,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment
Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment
Ready to move,5000,15000,5 BHK Villa,Kadarpur,Not approved by RERA,5,Plot
Ready to move,1692,27871,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment
Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment
Ready to move,4518,15493,5 BHK Independent Floor in LUXURY floorsss,DLF City Phase 1,Not approved by RERA,5,Floor
Ready to move,2300,11087,4 BHK Apartment in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Apartment
Ready to move,1811,8448,3 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,3,Apartment
Under Construction,1868,20000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment
Under Construction,3000,22500,4 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,4,Apartment
Under Construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment
Ready to move,990,14545,3 BHK Apartment in Shree Vardhman Olive,Sector 2 Sohna,Not approved by RERA,3,Apartment
Ready to move,1986,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Not approved by RERA,3,Apartment
Ready to move,915,12896,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Not approved by RERA,2,Apartment
Ready to move,3240,9845,4 BHK Independent Floor in LUXURY floorses,DLF Phase 4,Not approved by RERA,4,Floor
Under Construction,1711,12273,3 BHK Apartment in Sobha City,Sector 108,Approved by RERA,3,Apartment
Ready to move,1573,10807,3 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Not approved by RERA,3,Apartment
Ready to move,2086,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Not approved by RERA,3,Apartment
Under Construction,3558,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment
Under Construction,2800,13000,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,4,Apartment
Under Construction,1967,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment
